split,n_train,n_val,n_test,n_holdout_stations,holdout_stations,n,r2_log,rmse_gl,mae_gl,bias_gl
temporal,181,70,60,12,"BENLUC,CAIHOP,CAUNOI,CAUQUAN,DAINGAI,HUNGMY,LANGTHE,TANAN,TRAKHA,TRANDE,TRAVINH,TUYENNHON",60,0.7642200217251492,1.5720045856311868,1.3168964866087551,0.7532979227559905
