model,r2_log,rmse_gl,mae_gl,bias_gl
idw,0.17798918416481432,4.86440215497721,3.507613999010701,-0.6171700742313412
ridge,0.22847146263855556,5.671788056960823,3.663160485478214,-0.6872607515826659
ridge_residual_idw,0.2438202850857604,4.868127863484706,3.0542029451595396,-0.8220944262346942
