split,n_train,n_val,n_test,n_holdout_stations,holdout_stations,n,r2_log,rmse_gl,mae_gl,bias_gl
fold_1,475,231,63,4,"GOQUAO,LANGTHE,TRAVINH,TUYENNHON",63,0.018656371200726274,2.4004429204895565,1.7603764823640016,1.5581817411646552
fold_2,475,231,63,4,"ANNINH,CAIHOP,TANAN,TRANDE",63,0.2134394938692139,5.3019212882200115,4.334936043005141,-0.7052566646448339
fold_3,451,231,42,7,"ANDINH,GIONGTROM,HUNGMY,MYHOA,THANHPHU,THOIBINH,TRAKHA",42,-6.258130596253574,5.091819400664369,4.556102132229578,-0.7915440738606615
fold_4,451,231,42,6,"ANLACTAY,CAUNOI,DAINGAI,LONGPHU,SOCTRANG,XEORO",42,-0.4044036217440379,4.816588942340525,4.221343705200014,-1.8170989173610197
fold_5,432,252,42,9,"ANTHUAN,BENLUC,BENTRAI,CAUQUAN,HOABINH,HUONGMY,KHANHTHANHTAN,LOCTHUAN,XUANKHANH",42,-0.7618382803934918,3.213234001667799,2.6222878505583522,2.5064794949933784
