time_unit,group_type,group,feature,n,missing_pct,pearson_target,spearman_target,pearson_log_target,spearman_log_target,abs_spearman_log_target,feature_group
weekly,coast_distance_group,near_coast,Distance_to_Coast_first,322,0.0,0.5164966099731044,0.6024581191111543,0.5344943359155749,0.6024581191111543,0.6024581191111543,static
weekly,coast_distance_group,near_coast,runoff_mm_max,322,0.0,-0.3393682986619289,-0.463405933224208,-0.4383830516413177,-0.463405933224208,0.463405933224208,weather
weekly,coast_distance_group,near_coast,wind_speed_10m_ms_mean,322,0.0,0.4326778221951658,0.45933545249354385,0.46031775608232567,0.45933545249354385,0.45933545249354385,weather
weekly,coast_distance_group,near_coast,runoff_mm_sum,322,0.0,-0.3835265877509012,-0.4551117501044298,-0.4554290137676825,-0.4551117501044298,0.4551117501044298,weather
weekly,coast_distance_group,near_coast,wind_speed_10m_ms_max,322,0.0,0.4002405828575989,0.4284513906171798,0.4330351066582136,0.4284513906171798,0.4284513906171798,weather
weekly,coast_distance_group,near_coast,precipitation_mm_sum,322,0.0,-0.35178182712190714,-0.39974131556521847,-0.42243139741755664,-0.39974131556521847,0.39974131556521847,weather
weekly,coast_distance_group,near_coast,lon_first,322,0.0,0.2865387542455419,0.38592392197467645,0.362274546378335,0.38592392197467645,0.38592392197467645,static
weekly,coast_distance_group,near_coast,Red_SWIR1_median_week,96,0.7018633540372671,0.3409995059396052,0.3570265870862724,0.28393796598389437,0.3570265870862724,0.3570265870862724,spectral
weekly,coast_distance_group,near_coast,MNDWI_median_week,96,0.7018633540372671,0.34933357901468887,0.3521161150298427,0.32160888465981297,0.3521161150298427,0.3521161150298427,spectral
weekly,coast_distance_group,near_coast,Red_SWIR2_median_week,96,0.7018633540372671,0.35466480300117514,0.34776180141074337,0.3067618475057153,0.34776180141074337,0.34776180141074337,spectral
weekly,coast_distance_group,near_coast,soil_moisture_layer1_vol_mean,322,0.0,-0.3177836537370201,-0.33470765705595673,-0.37858253845502665,-0.33470765705595673,0.33470765705595673,weather
weekly,coast_distance_group,near_coast,B11_median_week,96,0.7018633540372671,-0.3290771224986477,-0.32106619641888223,-0.3294002803731516,-0.32106619641888223,0.32106619641888223,spectral
weekly,coast_distance_group,near_coast,B12_median_week,96,0.7018633540372671,-0.3127509498488396,-0.30876498077881087,-0.32380529307282474,-0.30876498077881087,0.30876498077881087,spectral
weekly,coast_distance_group,near_coast,Distance_to_River_first,322,0.0,-0.422303584334026,-0.2978386823598668,-0.5383988177281058,-0.2978386823598668,0.2978386823598668,static
weekly,coast_distance_group,near_coast,rainy_day_sum,322,0.0,-0.2997627344398634,-0.28736884639660626,-0.29010078470846146,-0.28736884639660626,0.28736884639660626,weather
weekly,coast_distance_group,near_coast,NDCI_median_week,96,0.7018633540372671,-0.23904855602884562,-0.2828540423223006,-0.26315313930675954,-0.2828540423223006,0.2828540423223006,spectral
weekly,coast_distance_group,near_coast,month_sin,322,0.0,0.21588247713133613,0.26149763832132866,0.24207263118438876,0.26149763832132866,0.26149763832132866,season
weekly,coast_distance_group,near_coast,surface_pressure_hpa_min,322,0.0,0.23147524745760328,0.24729438673612178,0.26705899259274346,0.24729438673612178,0.24729438673612178,weather
weekly,coast_distance_group,near_coast,NDWI_median_week,96,0.7018633540372671,0.21890549859015526,0.21863809007053714,0.17543198453093445,0.21863809007053714,0.21863809007053714,spectral
weekly,coast_distance_group,near_coast,NDVI_median_week,96,0.7018633540372671,-0.23257478470447848,-0.21298155181768855,-0.16555259658105984,-0.21298155181768855,0.21298155181768855,spectral
weekly,coast_distance_group,near_coast,doy_sin,322,0.0,0.15276927890383918,0.17137691813302056,0.15210571456473465,0.17137691813302056,0.17137691813302056,season
weekly,coast_distance_group,near_coast,week_sin,322,0.0,0.14865390066300901,0.15521213217334764,0.1426510893164687,0.15521213217334764,0.15521213217334764,season
weekly,coast_distance_group,near_coast,doy_cos,322,0.0,0.13896059247992856,0.1512748023130962,0.1907206194684553,0.1512748023130962,0.1512748023130962,season
weekly,coast_distance_group,near_coast,month_cos,322,0.0,0.10287951282000313,0.14642543459933705,0.15377937300994476,0.14642543459933705,0.14642543459933705,season
weekly,coast_distance_group,near_coast,week_cos,322,0.0,0.12885918156303436,0.14321679692736514,0.18098623169814756,0.14321679692736514,0.14321679692736514,season
weekly,coast_distance_group,near_coast,BGRratio_median_week,96,0.7018633540372671,0.05111729079234866,0.09205100379815519,0.11554570425029019,0.09205100379815519,0.09205100379815519,spectral
weekly,coast_distance_group,near_coast,DEM_first,322,0.0,-0.07534938238206959,-0.09036398254545401,0.015358222694991711,-0.09036398254545401,0.09036398254545401,static
weekly,coast_distance_group,near_coast,lat_first,322,0.0,0.01626877166379322,-0.06851580939030395,0.028443131879410017,-0.06851580939030395,0.06851580939030395,static
weekly,coast_distance_group,near_coast,s2_available,322,0.0,0.06168477129205088,0.05821112523511532,0.04818557294579617,0.05821112523511532,0.05821112523511532,spectral
weekly,coast_distance_group,near_coast,temperature_2m_c_mean,322,0.0,0.06207611679643309,0.04559754686680449,0.052410974733265635,0.04559754686680449,0.04559754686680449,weather
weekly,coast_distance_group,near_coast,potential_evaporation_mm_sum,322,0.0,-0.059205729866296394,-0.04192216019504156,-0.01362605566947048,-0.04192216019504156,0.04192216019504156,weather
weekly,coast_distance_group,near_coast,solar_radiation_mj_m2_sum,322,0.0,-0.0783213189745942,-0.021596558424808135,-0.03889451440821621,-0.021596558424808135,0.021596558424808135,weather
weekly,coast_distance_group,mid_coast,wind_speed_10m_ms_mean,437,0.0,0.5114137686068991,0.4964256037553576,0.515473467035507,0.4964320383147367,0.4964320383147367,weather
weekly,coast_distance_group,mid_coast,wind_speed_10m_ms_max,437,0.0,0.48514315194059077,0.473448494981803,0.4972020213077533,0.47345794757938703,0.47345794757938703,weather
weekly,coast_distance_group,mid_coast,runoff_mm_max,437,0.0,-0.2902277663689738,-0.4446298118935686,-0.36191618420364985,-0.4446300236050464,0.4446300236050464,weather
weekly,coast_distance_group,mid_coast,precipitation_mm_sum,437,0.0,-0.34912937130158084,-0.4371844648001704,-0.4115124844124809,-0.43718039808083536,0.43718039808083536,weather
weekly,coast_distance_group,mid_coast,runoff_mm_sum,437,0.0,-0.3466899064934049,-0.43526904450995435,-0.42348397945571337,-0.4352692914970979,0.4352692914970979,weather
weekly,coast_distance_group,mid_coast,rainy_day_sum,437,0.0,-0.42476517594860674,-0.3602824841490602,-0.378963066222314,-0.3602660906584722,0.3602660906584722,weather
weekly,coast_distance_group,mid_coast,soil_moisture_layer1_vol_mean,437,0.0,-0.2686348186752687,-0.3212633088919013,-0.32759898413481836,-0.3212622535293087,0.3212622535293087,weather
weekly,coast_distance_group,mid_coast,surface_pressure_hpa_min,437,0.0,0.2724851228000211,0.29691002302452446,0.28897852796756024,0.29689473022799223,0.29689473022799223,weather
weekly,coast_distance_group,mid_coast,DEM_first,437,0.0,0.1159508761907226,-0.28275769815570817,0.01036956239088604,-0.2827717042697419,0.2827717042697419,static
weekly,coast_distance_group,mid_coast,month_sin,437,0.0,0.2567245672836398,0.2712340274071754,0.28423983787964874,0.2712497526528728,0.2712497526528728,season
weekly,coast_distance_group,mid_coast,Distance_to_River_first,437,0.0,-0.14016297032462924,-0.20041999399092011,-0.0732002548055633,-0.200394135882564,0.200394135882564,static
weekly,coast_distance_group,mid_coast,lat_first,437,0.0,-0.017645408455914082,-0.19019657092158462,-0.051742046342065404,-0.1902080673431659,0.1902080673431659,static
weekly,coast_distance_group,mid_coast,doy_cos,437,0.0,0.1721632529922853,0.164403014378835,0.19895235018377605,0.16440432045802778,0.16440432045802778,season
weekly,coast_distance_group,mid_coast,month_cos,437,0.0,0.1368957378261214,0.16067073789641434,0.16074491976191138,0.16067723923287808,0.16067723923287808,season
weekly,coast_distance_group,mid_coast,week_cos,437,0.0,0.15905226167695205,0.1538422510148779,0.1881110280684506,0.15384355765538202,0.15384355765538202,season
weekly,coast_distance_group,mid_coast,doy_sin,437,0.0,0.14827405587623216,0.14808312934604648,0.16608476569226335,0.14809219980551436,0.14809219980551436,season
weekly,coast_distance_group,mid_coast,Distance_to_Coast_first,437,0.0,-0.04293642902717956,-0.1352901493957449,-0.017193811724079217,-0.13531239786035779,0.13531239786035779,static
weekly,coast_distance_group,mid_coast,week_sin,437,0.0,0.14263229513753495,0.12334055876729873,0.15443441512796752,0.12334921382281265,0.12334921382281265,season
weekly,coast_distance_group,mid_coast,B11_median_week,187,0.5720823798627002,-0.1405462267314865,-0.11754760886803875,-0.11119215003309488,-0.11754760886803875,0.11754760886803875,spectral
weekly,coast_distance_group,mid_coast,B12_median_week,187,0.5720823798627002,-0.13137545791773803,-0.11075223579586836,-0.10654924953921883,-0.11075223579586836,0.11075223579586836,spectral
weekly,coast_distance_group,mid_coast,s2_available,437,0.0,0.10086554166862102,0.09994227319332652,0.10609169118976725,0.09990561776695421,0.09990561776695421,spectral
weekly,coast_distance_group,mid_coast,Red_SWIR1_median_week,187,0.5720823798627002,0.15956600894036047,0.09746937479843346,0.14160564556175165,0.09746937479843346,0.09746937479843346,spectral
weekly,coast_distance_group,mid_coast,Red_SWIR2_median_week,187,0.5720823798627002,0.16542813397306688,0.09652427283521965,0.14453995856211338,0.09652427283521965,0.09652427283521965,spectral
weekly,coast_distance_group,mid_coast,MNDWI_median_week,187,0.5720823798627002,0.1460343003749888,0.08828812213443606,0.0942508313230802,0.08828812213443606,0.08828812213443606,spectral
weekly,coast_distance_group,mid_coast,lon_first,437,0.0,0.014460671627191628,0.07401262073150314,0.0309596454796632,0.0739975095254013,0.0739975095254013,static
weekly,coast_distance_group,mid_coast,temperature_2m_c_mean,437,0.0,0.07599483369822851,0.05534322461768799,0.08299208772856495,0.055345601210495976,0.055345601210495976,weather
weekly,coast_distance_group,mid_coast,potential_evaporation_mm_sum,437,0.0,-0.06668414256416742,-0.0545617000876189,-0.07487825979284035,-0.05457363897658019,0.05457363897658019,weather
weekly,coast_distance_group,mid_coast,NDVI_median_week,187,0.5720823798627002,0.0061271599979636215,0.04805063544428868,0.05303246953505543,0.04805063544428868,0.04805063544428868,spectral
weekly,coast_distance_group,mid_coast,BGRratio_median_week,187,0.5720823798627002,-0.03119844795036302,-0.040970628892679245,-0.04332194169973158,-0.040970628892679245,0.040970628892679245,spectral
weekly,coast_distance_group,mid_coast,NDCI_median_week,187,0.5720823798627002,-0.03790156175408554,0.04041274346196662,-0.01927663054422299,0.04041274346196662,0.04041274346196662,spectral
weekly,coast_distance_group,mid_coast,NDWI_median_week,187,0.5720823798627002,-0.013368703421284638,-0.039786039927136495,-0.06527497413843457,-0.039786039927136495,0.039786039927136495,spectral
weekly,coast_distance_group,mid_coast,solar_radiation_mj_m2_sum,437,0.0,-0.14437002927477496,-0.003641242854217922,-0.06555827068518341,-0.003633693890481857,0.003633693890481857,weather
weekly,coast_distance_group,far_coast,rainy_day_sum,358,0.0,-0.5840425985517853,-0.5793556806000524,-0.6649449368957985,-0.5793556806000524,0.5793556806000524,weather
weekly,coast_distance_group,far_coast,NDVI_median_week,54,0.8491620111731844,-0.5359479217473678,-0.4882204972458208,-0.5305139659550719,-0.4882204972458208,0.4882204972458208,spectral
weekly,coast_distance_group,far_coast,lat_first,358,0.0,-0.31179532657298736,-0.44822045073243477,-0.35731748595115254,-0.44822045073243477,0.44822045073243477,static
weekly,coast_distance_group,far_coast,soil_moisture_layer1_vol_mean,358,0.0,-0.26845744660702664,-0.41239746191026055,-0.36256476800484094,-0.41239746191026055,0.41239746191026055,weather
weekly,coast_distance_group,far_coast,runoff_mm_sum,358,0.0,-0.20805642349156653,-0.37621332405882274,-0.26504576062627877,-0.37621332405882274,0.37621332405882274,weather
weekly,coast_distance_group,far_coast,wind_speed_10m_ms_mean,358,0.0,0.2252474034087588,0.36836375180450665,0.32528305315296624,0.36836375180450665,0.36836375180450665,weather
weekly,coast_distance_group,far_coast,BGRratio_median_week,54,0.8491620111731844,-0.5167536781044137,-0.36444038054736055,-0.4695770362848925,-0.36444038054736055,0.36444038054736055,spectral
weekly,coast_distance_group,far_coast,NDCI_median_week,54,0.8491620111731844,-0.2744874159077859,-0.3270814294033843,-0.332397119433478,-0.3270814294033843,0.3270814294033843,spectral
weekly,coast_distance_group,far_coast,runoff_mm_max,358,0.0,-0.1406020506058811,-0.3167957637259365,-0.17197927970953156,-0.3167957637259365,0.3167957637259365,weather
weekly,coast_distance_group,far_coast,wind_speed_10m_ms_max,358,0.0,0.20258928394851652,0.3021779011019869,0.2790077315059077,0.3021779011019869,0.3021779011019869,weather
