split,model,n_train,n_test,n_holdout_stations,holdout_stations,n,r2_log,rmse_gl,mae_gl,bias_gl
fold_1,ridge,895,222,4,"GOQUAO,LANGTHE,TRAVINH,TUYENNHON",222,0.526810388154513,2.457285436026739,1.61854857109169,0.7532520172977364
fold_1,idw,895,222,4,"GOQUAO,LANGTHE,TRAVINH,TUYENNHON",222,-0.057799206028888994,2.7504165196312553,1.8138003625066659,1.5779253141514205
fold_1,ridge_residual_idw,895,222,4,"GOQUAO,LANGTHE,TRAVINH,TUYENNHON",222,0.5854334618612105,1.8728777299139714,1.1709636015239147,0.8508877808492223
fold_2,ridge,895,222,4,"ANNINH,CAIHOP,TANAN,TRANDE",222,0.6581065732569079,4.441911378942815,3.0470715274307847,-1.7058054251395525
fold_2,idw,895,222,4,"ANNINH,CAIHOP,TANAN,TRANDE",222,0.46682122231714585,5.088523654216448,4.06981946722746,-1.3664568091965417
fold_2,ridge_residual_idw,895,222,4,"ANNINH,CAIHOP,TANAN,TRANDE",222,0.7580968724002842,3.287352068337107,2.4007673591237397,-0.8086040335992115
fold_3,ridge,892,225,7,"ANDINH,GIONGTROM,HUNGMY,MYHOA,THANHPHU,THOIBINH,TRAKHA",225,-0.01971738326823158,7.047582559885827,4.416732166191332,-2.9040717862516945
fold_3,idw,892,225,7,"ANDINH,GIONGTROM,HUNGMY,MYHOA,THANHPHU,THOIBINH,TRAKHA",225,0.33687442787148825,5.531400011057771,3.9288571402518575,-2.1205989976089583
fold_3,ridge_residual_idw,892,225,7,"ANDINH,GIONGTROM,HUNGMY,MYHOA,THANHPHU,THOIBINH,TRAKHA",225,0.13045333705827455,6.140567967382717,3.6646472557164365,-2.4607914508611133
fold_4,ridge,892,225,6,"ANLACTAY,CAUNOI,DAINGAI,LONGPHU,SOCTRANG,XEORO",225,-0.23027307579725598,6.899685678619476,5.17129649288681,-0.4902697872808954
fold_4,idw,892,225,6,"ANLACTAY,CAUNOI,DAINGAI,LONGPHU,SOCTRANG,XEORO",225,-0.5614773537095579,6.430017423992459,5.198598386650034,-0.47767318640685746
fold_4,ridge_residual_idw,892,225,6,"ANLACTAY,CAUNOI,DAINGAI,LONGPHU,SOCTRANG,XEORO",225,-0.20675515589128768,5.841923106151955,4.680732566868857,-0.7220804039751622
fold_5,ridge,894,223,9,"ANTHUAN,BENLUC,BENTRAI,CAUQUAN,HOABINH,HUONGMY,KHANHTHANHTAN,LOCTHUAN,XUANKHANH",223,0.4254856188320004,7.356722457292925,3.7192921704594992,-0.6051020241442414
fold_5,idw,894,223,9,"ANTHUAN,BENLUC,BENTRAI,CAUQUAN,HOABINH,HUONGMY,KHANHTHANHTAN,LOCTHUAN,XUANKHANH",223,0.7055268303738844,4.521653165988115,2.5269946384174853,-0.6990466920957693
fold_5,ridge_residual_idw,894,223,9,"ANTHUAN,BENLUC,BENTRAI,CAUQUAN,HOABINH,HUONGMY,KHANHTHANHTAN,LOCTHUAN,XUANKHANH",223,0.019466324009702052,6.682428396626521,3.2603788861287377,-1.076275168473353
