model,r2_log,rmse_gl,mae_gl,bias_gl
idw,0.17798918416481432,4.86440215497721,3.507613999010701,-0.6171700742313412
ridge,0.2720824242355867,5.640637502153557,3.594588185612023,-0.9903994011037295
ridge_residual_idw,0.2573389678876367,4.765029853682455,3.035497933872337,-0.8433726552119236
