epoch,train_loss,val_rmse,val_mae,val_r2
1,0.336698191506522,1.3222390413284302,0.7457073926925659,0.9542828798294067
2,0.3201452089207513,1.3259689807891846,0.7956019043922424,0.9540245532989502
3,0.29487910866737366,1.2870357036590576,0.7631442546844482,0.9566848278045654
4,0.27619523448603495,1.2337021827697754,0.6962212920188904,0.960200309753418
5,0.2538597656147821,1.2492003440856934,0.7079825401306152,0.9591940641403198
6,0.25376136473246985,1.24237060546875,0.7013164758682251,0.9596390724182129
7,0.2457485318183899,1.223915934562683,0.7153633236885071,0.9608291983604431
8,0.24204231756074088,1.232014536857605,0.7187844514846802,0.9603091478347778
9,0.2330271955047335,1.2172579765319824,0.71946120262146,0.9612542390823364
10,0.23536251059600286,1.210981011390686,0.6829285621643066,0.9616528153419495
11,0.22596450362886703,1.1908373832702637,0.6993670463562012,0.9629179239273071
12,0.21877152579171316,1.1946057081222534,0.702612578868866,0.962682843208313
13,0.21317714963640486,1.1901001930236816,0.7090425491333008,0.9629638195037842
14,0.20767059113298145,1.2299184799194336,0.7225174307823181,0.9604440331459045
15,0.2048835733107158,1.197366714477539,0.7023204565048218,0.9625101685523987
16,0.19788828577314105,1.1919876337051392,0.6845826506614685,0.9628462791442871
17,0.19277465088026866,1.235794186592102,0.7318525910377502,0.9600651860237122
18,0.1807401695421764,1.191924810409546,0.7055144906044006,0.9628501534461975
19,0.17484814205339977,1.2163126468658447,0.7098477482795715,0.9613143801689148
20,0.18102215017591203,1.1935869455337524,0.7007791996002197,0.9627465009689331
21,0.1706919320992061,1.224572777748108,0.7422705292701721,0.9607871770858765
