year_month,station_id,observed_days,salinity_mean,salinity_median,salinity_std,salinity_min,salinity_max
2021-05,CAU_QUAN,31,1.0870967741935484,1.0,0.7306353105272474,0.2,2.5
2021-05,DAI_NGAI,31,0.964516129032258,0.8,0.6058318727704216,0.1,2.2
2021-05,GO_QUAO,31,1.8419354838709678,1.2,1.414867294966419,0.4,6.0
2021-05,HOA_BINH,31,9.167741935483871,10.6,3.850401459309075,3.1,14.6
2021-05,HUNG_MY,31,5.338709677419355,5.3,1.8273254443502647,2.0,8.8
2021-05,HUONG_MY,12,2.091666666666667,2.25,1.0211030874262967,0.4,3.1
2021-05,LOC_THUAN,12,7.0,6.5,2.575761140817498,4.3,12.2
2021-05,MY_HOA,31,0.7387096774193548,0.4,0.6974608325226771,0.2,2.7
2021-05,SON_DOC,12,4.808333333333334,4.45,2.1997761594114866,1.5,8.3
2021-05,TAN_AN,31,1.0806451612903225,1.0,0.432372798125807,0.5,2.0
2021-05,TRAN_DE,31,9.329032258064515,10.1,3.152479822656771,3.6,15.6
2021-05,TRA_KHA,31,6.058064516129033,6.0,1.6944564897626986,2.8,9.2
2021-05,TRA_VINH,31,1.6258064516129032,1.5,1.1369455401602675,0.2,3.3
2021-05,TUYEN_NHON,31,0.1,0.1,0.0,0.1,0.1
2021-05,VAM_KENH,31,14.419354838709678,14.2,3.806172123874478,8.9,19.1
2021-05,XEO_RO,30,5.953333333333333,5.0,3.0836312375502044,1.0,14.3
2021-05,XUAN_KHANH,31,0.1,0.1,0.0,0.1,0.1
2022-01,AN_THUAN,12,19.575,19.1,2.2361187966490674,15.5,23.8
2022-01,BEN_LUC,31,0.6032258064516128,0.6,0.16428404460515314,0.3,1.0
2022-01,BEN_TRAI,12,14.991666666666667,17.65,5.457015223683653,5.3,21.1
2022-01,BINH_DAI,12,17.875,17.6,1.9904887476560764,14.8,21.2
2022-01,CAU_NOI,31,7.216129032258064,7.6,3.1219755256561026,1.6,13.0
2022-01,CAU_QUAN,31,2.696774193548387,2.3,2.008562316843857,0.1,6.0
2022-01,DAI_NGAI,31,1.5903225806451613,1.3,0.9253305134598042,0.1,3.2
2022-01,GO_QUAO,8,1.05125,0.3,1.464781187949732,0.2,4.01
2022-01,HOA_BINH,31,6.370967741935484,6.1,1.8092712249940301,4.0,12.5
2022-01,HUNG_MY,31,6.503225806451613,6.8,1.411732711001565,4.1,8.8
2022-01,HUONG_MY,12,2.8833333333333333,3.0999999999999996,1.81249869383443,0.5,5.0
2022-01,LOC_THUAN,12,5.0249999999999995,4.75,2.906771092091392,1.6,10.6
2022-01,MY_HOA,31,0.3290322580645161,0.2,0.29347748168822857,0.1,1.1
2022-01,SON_DOC,12,7.591666666666666,8.1,1.5882857158431902,4.5,9.6
2022-01,TAN_AN,31,0.23225806451612904,0.2,0.05992827253861372,0.1,0.3
2022-01,TRAN_DE,31,12.048387096774194,11.8,2.7429753878762066,6.6,17.2
2022-01,TRA_KHA,31,9.529032258064515,9.6,3.0004659136415346,4.7,14.4
2022-01,TRA_VINH,31,2.161290322580645,1.8,1.3388247132852105,0.3,4.5
2022-01,TUYEN_NHON,31,0.1,0.1,0.0,0.1,0.1
2022-01,VAM_KENH,31,14.345161290322581,14.3,1.962284163872538,10.2,17.9
2022-01,XEO_RO,5,8.4,8.7,1.5297058540778357,6.7,10.3
2022-01,XUAN_KHANH,31,0.1,0.1,0.0,0.1,0.1
2022-02,AN_THUAN,12,26.266666666666666,25.65,1.662054223671492,23.9,29.5
2022-02,BEN_LUC,28,1.6535714285714285,1.5,0.7254536985797709,0.7,3.2
2022-02,BEN_TRAI,12,18.658333333333335,20.35,5.663833962212801,6.7,24.6
2022-02,BINH_DAI,12,23.083333333333332,23.3,1.1691747931638345,20.6,24.9
2022-02,CAU_NOI,28,10.921428571428573,10.3,1.8811653486025806,8.1,14.3
2022-02,CAU_QUAN,28,4.9071428571428575,3.9,3.270171427314043,0.9,11.5
2022-02,DAI_NGAI,28,4.314285714285714,4.5,1.7794535752457912,1.3,7.6
2022-02,GO_QUAO,28,5.457142857142857,4.65,2.6561498969621944,1.9,10.6
2022-02,HOA_BINH,28,13.310714285714285,13.9,1.5889291259196447,10.4,15.0
2022-02,HUNG_MY,28,9.942857142857141,9.55,2.2551059056067957,6.5,14.3
2022-02,HUONG_MY,12,6.691666666666666,6.5,3.264257769827436,2.4,12.1
2022-02,LOC_THUAN,12,11.883333333333333,12.75,1.8140027730425503,8.7,13.7
