epoch,train_loss,val_rmse,val_mae,val_r2
1,0.15545874916844898,2.527177333831787,1.9841866493225098,0.8330402510870185
2,0.04516403532276551,2.376487970352173,1.8480602502822876,0.8523574542289611
3,0.0354508910742071,2.2017030715942383,1.683288812637329,0.8732763219564392
4,0.032204166520386934,2.2508866786956787,1.7158125638961792,0.8675513426679023
5,0.029504959471523762,1.910506248474121,1.3990694284439087,0.9045804704410682
6,0.02654844641478525,2.0553784370422363,1.5058610439300537,0.8895606301850647
7,0.02376036925448312,2.0477547645568848,1.5196284055709839,0.8903783725555661
8,0.024258748395368457,1.9980515241622925,1.5133672952651978,0.8956352905553331
9,0.02209416554412908,2.0083322525024414,1.4931086301803589,0.8945585244455563
10,0.019288356648758054,1.9505115747451782,1.455287218093872,0.9005425371362701
11,0.019218089757487178,2.106205940246582,1.5701338052749634,0.884030967125804
12,0.019008785874272387,2.056332588195801,1.524770975112915,0.8894580778107855
13,0.01789138955064118,1.974735140800476,1.4666314125061035,0.8980568523384183
