epoch,train_loss,val_rmse,val_mae,val_r2
1,0.35898734403379035,2.9015555381774902,2.073972463607788,0.7810201644897461
2,0.2641875825145028,2.6714963912963867,1.8567644357681274,0.8143685460090637
3,0.2284105271100998,2.65616512298584,1.8611832857131958,0.816493034362793
4,0.21519411513299652,2.6909055709838867,1.8771677017211914,0.811661422252655
5,0.20850866265369183,2.586509943008423,1.8199166059494019,0.8259913921356201
6,0.19695089215582068,2.5967519283294678,1.8448776006698608,0.8246105909347534
7,0.18437158587304028,2.692133903503418,1.9475750923156738,0.811489462852478
8,0.1832477594866897,2.7574684619903564,1.9587095975875854,0.802228569984436
9,0.1675067548498963,2.7301712036132812,1.9412078857421875,0.8061248660087585
10,0.15883985793951785,2.9436185359954834,2.131614923477173,0.7746251225471497
11,0.15095287922656897,2.905379295349121,2.1259267330169678,0.7804425954818726
12,0.14449688227790775,3.042283535003662,2.1990740299224854,0.7592636346817017
13,0.14130604605783115,2.809451103210449,1.9599636793136597,0.7947016954421997
