station_id,lat,lon,target_ym,target_year,target_month,s2_prev_start,s2_prev_end_exclusive,s2_valid_image_count,buffer_m,cloud_prob_threshold,B2_mean,B2_stdDev,B2_count,B3_mean,B3_stdDev,B3_count,B4_mean,B4_stdDev,B4_count,B8_mean,B8_stdDev,B8_count,B11_mean,B11_stdDev,B11_count,B12_mean,B12_stdDev,B12_count,NDVI_mean,NDVI_stdDev,NDVI_count,NDWI_mean,NDWI_stdDev,NDWI_count,MNDWI_mean,MNDWI_stdDev,MNDWI_count,EVI_mean,EVI_stdDev,EVI_count,SAVI_mean,SAVI_stdDev,SAVI_count,RVI_mean,RVI_stdDev,RVI_count,BI_mean,BI_stdDev,BI_count,BGRratio_mean,BGRratio_stdDev,BGRratio_count,SI_1_mean,SI_1_stdDev,SI_1_count,SI_2_mean,SI_2_stdDev,SI_2_count,SI_3_mean,SI_3_stdDev,SI_3_count,R_1_mean,R_1_stdDev,R_1_count,R_2_mean,R_2_stdDev,R_2_count,R_3_mean,R_3_stdDev,R_3_count,R_4_mean,R_4_stdDev,R_4_count,Red_SWIR1_ratio_mean,Red_SWIR1_ratio_stdDev,Red_SWIR1_ratio_count,SWIR1_mean,SWIR1_stdDev,SWIR1_count,SWIR2_mean,SWIR2_stdDev,SWIR2_count
HUONG_MY,9.980555555555556,106.3888888888889,2020-01,2020,1,2019-12-01,2020-01-01,36,50,40,0.06811861766491709,0.005158178609516986,96,0.09110260380443672,0.003369270005322035,96,0.0797255587817115,0.007571950207982918,96,0.03700527419258121,0.010793832491471683,96,0.018244134514169362,0.00495561608446336,96,0.012423141736288815,0.002313769161096348,96,-0.4235259767739848,0.09450464536153916,96,0.43583539077290423,0.09894010224637324,96,0.6916193337501143,0.060672313834277125,96,-0.12696766661279735,0.01781992579861766,96,-0.13581425412491324,0.021978372570285284,96,0.4152797467382459,0.10099102172084302,96,0.1001539548931517,0.0059858020080821835,96,1.9042008260568,0.13535692033296154,96,0.08325896605309353,0.005444052831153356,96,0.11945709892777313,0.007601559625870237,96,0.13050887756337867,0.009860574213920567,96,0.8467788764819895,0.061515489808076196,96,2.0016905521642823,0.4683447067422644,96,1.0732567724479805,0.06824637962771271,96,2.6545954739835413,0.5822858438176647,96,5.415527301470567,1.1335465223784635,96,0.018244134514169362,0.00495561608446336,96,0.012423141736288815,0.002313769161096348,96
LOC_THUAN,10.243055555555555,106.6,2020-01,2020,1,2019-12-01,2020-01-01,36,50,40,0.07571599789022984,0.0018956595359295677,98,0.11063336669185311,0.0014967689940542314,98,0.11271125115047262,8.995468163004393E-4,98,0.05172517863439827,0.0010453799619034067,98,0.01598425035812552,9.858094023440988E-4,98,0.010511469614045563,6.382927469839238E-4,98,-0.3650643419470663,0.013637802057869543,98,0.3684888278760289,0.011237624122093863,98,0.7472838909144198,0.012553020263037302,98,-0.12160447344147737,0.006030924669116332,98,-0.11982392187876507,0.011591167643865141,98,0.4652314250495251,0.014514856117980474,98,0.12254017705641038,0.0018737027759650248,98,1.5088898667926938,0.01749359639873866,98,0.11272063316656386,0.0012853379339281127,98,0.16202334493001383,0.0018612684379031865,98,0.1696162708925765,0.0012830971891599264,98,0.688134379935004,0.012230482991544113,98,1.6461145860436177,0.08935393095624647,98,0.8473846303552476,0.011580876265857918,98,2.1678515333582413,0.0563270519937422,98,7.894680604844721,0.5820843586994469,98,0.01598425035812552,9.858094023440988E-4,98,0.010511469614045563,6.382927469839238E-4,98
MY_HOA,10.222313,106.348934,2020-01,2020,1,2019-12-01,2020-01-01,36,50,40,0.10592342287329586,0.009081261107656592,79,0.10163463435210157,0.009859769346646416,79,0.08832550121978444,0.010120841264712934,79,0.08167387019042205,0.020492645714444455,79,0.047220351706674504,0.03245333428815618,79,0.036197187837111046,0.02991681314258552,79,-0.04884578397803667,0.08457873178473739,79,0.11838424594646693,0.07969370235767932,79,0.4031663894053691,0.1871798227791443,79,-0.020143255770688737,0.047042058152970176,79,-0.015839520222730788,0.0338288276426582,79,0.9204235841269996,0.1717230184659522,79,0.13081359918885643,0.019922183322981662,79,2.353998769494879,0.10229477521278615,79,0.09473087812404922,0.009820941658099991,79,0.134673370029505,0.013856265141487679,79,0.1579616108770499,0.021413719713999992,79,1.2018403118861667,0.061914349003603604,79,1.3401038864016936,0.20088665053425164,79,1.152158444787189,0.04466505044573763,79,1.285048844488616,0.19058769514570295,79,2.2502500123313056,0.7794096087715892,79,0.047220351706674504,0.03245333428815618,79,0.036197187837111046,0.02991681314258552,79
SON_DOC,10.054167,106.463889,2020-01,2020,1,2019-12-01,2020-01-01,36,50,40,0.06006964500642048,0.0026559841626236235,99,0.09016269868999986,0.0015176481766023516,99,0.08056689615267981,0.0078982584373986,99,0.038695213776044804,0.005144166293343469,99,0.011012924434348956,0.0021006518072574105,99,0.008239235435062213,0.0011605621496300995,99,-0.3985141951979213,0.05104095864982368,99,0.3799682841178441,0.05796822089057543,99,0.7848686301335324,0.04731842104173723,99,-0.12506656084700862,0.007928702430809138,99,-0.14131181034706702,0.009887307632719722,99,0.43156823716843135,0.05492409663256098,99,0.09899086278242289,0.003645315284707171,99,2.2780975676222144,0.06964503084749503,99,0.08971788586873612,0.005149139274930801,99,0.12866606746936093,0.007285204747810562,99,0.13382929334613763,0.009195187200372434,99,0.9140620494699762,0.041254029924665064,99,1.814646689254927,0.12225847389675683,99,1.1943292039390114,0.03180994087394024,99,2.2491745309772884,0.3003255446309931,99,10.551520304800622,2.296475179171233,99,0.011012924434348956,0.0021006518072574105,99,0.008239235435062213,0.0011605621496300995,99
TAN_AN,10.539013,106.425759,2020-01,2020,1,2019-12-01,2020-01-01,36,50,40,0.07554256982371937,0.02755070884610164,99,0.08776286957014864,0.021974929969364804,99,0.07153685541702703,0.017435679431533024,99,0.09176997994270379,0.05529188564826898,99,0.055361845014204554,0.04227280698443555,99,0.03848404909983922,0.03068791426150213,99,0.06692859752255656,0.2994497215020731,99,0.022521328159971103,0.32242333326464856,99,0.2612200988689714,0.3695586237725784,99,0.03076842252408929,0.1369593267949414,99,0.03718124116009315,0.13498107969634018,99,1.5525063203912979,1.6519204283034643,99,0.1335960991292318,0.04002049888291307,99,2.237537208440662,0.2953690376766501,99,0.07918290295966313,0.01938765208895673,99,0.11329784300053773,0.02775020194341398,99,0.15337304111360686,0.03565274584089925,99,1.0121720951362312,0.2452268447508703,99,1.0694933117901886,0.536328583281778,99,1.200540602854418,0.09098002945490051,99,1.2002135934304474,0.5297769662330833,99,1.7644427495046962,0.8453892866734665,99,0.055361845014204554,0.04227280698443555,99,0.03848404909983922,0.03068791426150213,99
TRAN_DE,9.528211111111112,106.20145555555555,2020-01,2020,1,2019-12-01,2020-01-01,36,50,40,0.10544722403431236,0.01826633547612024,71,0.1286187448562332,0.01811960179727694,71,0.12084483148713202,0.024895711052849812,71,0.08291224300646419,0.038511354621894464,71,0.07185541452161125,0.039148777581343275,71,0.061505667865681374,0.03498317390097595,71,-0.2145257366457106,0.10414089727279541,71,0.246645136838471,0.13778939500877663,71,0.32263516265319464,0.20611050292598912,71,-0.09603603581665883,0.04331214752770408,71,-0.08382943351049887,0.03741850345425934,71,0.6598707486768154,0.15599394329308938,71,0.15470462537256,0.03642217547331977,71,1.9599756767228569,0.142821262740218,71,0.12453523791905971,0.02109459490386151,71,0.1766746351981154,0.02979856614952989,71,0.19634942866912353,0.04390964166775304,71,0.8807008156926088,0.061009146948880155,71,1.4095133118402712,0.32878920011685797,71,1.0792748606414095,0.0878806035005725,71,1.7353838103928398,0.439901585449356,71,1.995812509825659,0.722264505614505,71,0.07185541452161125,0.039148777581343275,71,0.061505667865681374,0.03498317390097595,71
TRA_KHA,9.614763888888888,106.24315833333334,2020-01,2020,1,2019-12-01,2020-01-01,36,50,40,0.08550998401570391,0.0019130043405838953,98,0.1150925759210703,0.0019690307099687276,98,0.08474010312092614,0.00196029827716956,98,0.03267464562162771,0.0016508849720154504,98,0.02041157527645076,6.174701426411718E-4,98,0.017617335717691293,6.776287953138586E-4,98,-0.4600036325386163,0.01824786979354712,98,0.571507568327472,0.015778564262023783,98,0.7007263133533321,0.006773540066836348,98,-0.1444513524440165,0.003147809478897598,98,-0.12623696135468243,0.0029934497282180614,98,0.3732789496352458,0.01582537920441706,98,0.11994890124442242,0.002193343212512869,98,2.4052032489939803,0.04317381861718823,98,0.09860867075907237,0.0018073666999348075,98,0.14311812603751006,0.0024987263682133493,98,0.14699555385120144,0.0027164172113145106,98,1.018243908653839,0.0199369342197918,98,2.849806360490867,0.17472841118550586,98,1.386959346320471,0.028093349990120392,98,3.9234075817618015,0.2554966488142273,98,4.137392170659431,0.09542206838148826,98,0.02041157527645076,6.174701426411718E-4,98,0.017617335717691293,6.776287953138586E-4,98
TRA_VINH,9.975806,106.354472,2020-01,2020,1,2019-12-01,2020-01-01,36,50,40,0.08193555254614132,0.02050629225021176,100,0.10340093186516203,0.017526022020230913,100,0.10569249465561803,0.020777942044241337,100,0.10267561059764456,0.0626442444505809,100,0.08275920430760578,0.06036071964657818,100,0.06924360955835131,0.05072009798191888,100,-0.06227993376966078,0.28132465354174296,100,0.06464346138411058,0.2770506450327777,100,0.20879057258867328,0.3682675819935298,100,-0.01243502316698565,0.13437914552775354,100,-0.0115288665513863,0.13124313935935444,100,1.1046890242780958,1.002034350698683,100,0.15091537289312126,0.05010229387954988,100,1.8007712730028618,0.12483795321646561,100,0.10203588530136773,0.01969145133171457,100,0.14504398585435999,0.027642721413990164,100,0.18464993050812914,0.04736921577645723,100,0.7924578186266172,0.09975883702701765,100,1.0406981884067104,0.45880204257788954,100,0.9977712942857921,0.0645459889607865,100,1.2910618881660962,0.5803778668057119,100,2.195831191128826,1.683476858007561,100,0.08275920430760578,0.06036071964657818,100,0.06924360955835131,0.05072009798191888,100
TUYEN_NHON,10.658176,106.19173,2020-01,2020,1,2019-12-01,2020-01-01,36,50,40,0.06579072774860044,0.032383928015637505,99,0.0845778541375281,0.032851495190729406,99,0.0794430206828634,0.032330787673298285,99,0.11736686652379355,0.07917014759340706,99,0.11421440029514514,0.08070596849555141,99,0.09602835015670562,0.07544735485304505,99,0.06569312447770197,0.331197499763954,99,-0.033960105936793494,0.3308450756154088,99,-0.016109330637023776,0.3472261264876006,99,0.07941080819849458,0.14560830978942071,99,0.0665716269137547,0.13506758698080534,99,1.4980798227401255,1.0489342676103246,99,0.15056335169995635,0.07501800809891682,99,1.8954541414498935,0.151169234335767,99,0.08189390096119452,0.03240270152652059,99,0.11614416327276506,0.045833830751839645,99,0.1721125028451955,0.07755966282790641,99,0.8135039888978661,0.09478237795695686,99,0.8588574441472165,0.5119317538408936,99,1.0819501528563593,0.09479857494462844,99,1.1929655969541795,0.7806387131291518,99,1.182058960313111,0.905345987508385,99,0.11421440029514514,0.08070596849555141,99,0.09602835015670562,0.07544735485304505,99
VAM_KENH,10.273983,106.737017,2020-01,2020,1,2019-12-01,2020-01-01,36,50,40,0.0423839147961586,0.01676576947877965,99,0.07251121659682129,0.02079239422622795,99,0.0760580798694891,0.03205143547582149,99,0.1373799861393008,0.08569281549649872,99,0.05215373066075498,0.03581497095594789,99,0.02920025091639931,0.017822720730846623,99,0.17822926321199434,0.47962202900878437,99,-0.1900651263635791,0.4313063310242802,99,0.214200672934967,0.4802349522280189,99,0.11357597185964681,0.23207951707884752,99,0.11247445899471427,0.23213876698709793,99,3.0985182686235784,3.919630955532483,99,0.1677476713453393,0.06324501255411674,99,1.6508177000214086,0.35293150585507205,99,0.07366852075623283,0.026224873705172163,99,0.10541816136390729,0.03697168524129244,99,0.19209344483218818,0.04649334821411888,99,0.5834722752041354,0.07539014458785429,99,0.6295806196176155,0.5702352585767838,99,1.0476774562676612,0.29004764385624066,99,0.9482568399747245,0.7791946692548579,99,3.4962305842319954,4.254032514558742,99,0.05215373066075498,0.03581497095594789,99,0.02920025091639931,0.017822720730846623,99
XEO_RO,9.883454,106.4475831,2020-01,2020,1,2019-12-01,2020-01-01,36,50,40,0.05418686896856112,0.015225563237144156,94,0.07655086961022572,0.016617353132579078,94,0.06968299899591186,0.024847530954020983,94,0.1745559192961822,0.09447825213767898,94,0.08112051945075315,0.04353083758244304,94,0.046104521206535694,0.026790281518181427,94,0.33318238564291663,0.40102914143880725,94,-0.2752869863980677,0.3972692414421889,94,0.017411635650043465,0.3773022579014871,94,0.21252753234482022,0.22238341729449018,94,0.200205091219766,0.20980263019735926,94,3.4355642554573786,2.71786543610326,94,0.2013400963780349,0.07275657938892698,94,1.9234472962484255,0.22047498414561068,94,0.07253687666410737,0.020959151239624326,94,0.10362757674627893,0.02884467266219954,94,0.21782354667391124,0.061315193091149946,94,0.7817732201465692,0.06939740776715754,94,0.5560722963592786,0.5377679924332556,94,1.1482645065474821,0.17699182869037428,94,0.7676128440378132,0.7271516254712186,94,1.4874524720700157,1.5996775667581191,94,0.08112051945075315,0.04353083758244304,94,0.046104521206535694,0.026790281518181427,94
XUAN_KHANH,10.790805555555556,106.40295277777778,2020-01,2020,1,2019-12-01,2020-01-01,36,50,40,0.08823521837570705,0.0022322958659731305,99,0.09733160791249622,0.0019710439963401814,99,0.08655490886233347,0.0029645598926082064,99,0.07548364443867787,0.006674348830893891,99,0.030905216135246712,0.008616549026321831,99,0.01962477576190486,0.0035570291320680823,99,-0.07774090653294335,0.03211556317886627,99,0.13007932155456617,0.026039741677054938,99,0.5217950477388937,0.0783154562529982,99,-0.03181649717921695,0.012439406410905107,99,-0.02794064433860781,0.01122605471397281,99,0.8573282653928453,0.05756555631554349,99,0.12340543735632217,0.005465102799751887,99,2.1538684288018666,0.03224171262871115,99,0.09174936805002668,0.002404452702549321,99,0.13024803321169973,0.003303068166812651,99,0.1508248055396339,0.00577489917500894,99,1.0145694514937869,0.016753845448410812,99,1.1935052414174865,0.060961352092335726,99,1.138647191061422,0.021709508397863612,99,1.3009037072862837,0.06575946073917974,99,2.835265744770518,0.4035525716865555,99,0.030905216135246712,0.008616549026321831,99,0.01962477576190486,0.0035570291320680823,99
AN_THUAN,9.97638888888889,106.60502222222222,2020-02,2020,2,2020-01-01,2020-02-01,40,50,40,0.06535808919333598,0.0020575642394779973,98,0.09806620100207503,0.0015016205138423224,98,0.09394260203963917,0.001319090695043539,98,0.031785295044196825,0.0010826208111911464,98,0.015030542568751673,4.010064006165459E-4,98,0.011631809657658561,4.340131480204386E-4,98,-0.5050839377758006,0.013407111344523076,98,0.5195053668473734,0.014315738288213907,98,0.7359446151159658,0.006249859199462439,98,-0.14090086162493337,0.003580726170137414,98,-0.14920980757342137,0.003632128398689844,98,0.3327551485884915,0.011759975969394317,98,0.10338888231837441,0.0014558742053925296,98,1.746631881837211,0.030528257235687622,98,0.09594630754687768,0.0010923546633235589,98,0.1358527466004289,0.0015531206007661034,98,0.13971493071496838,0.0015463456368347607,98,0.6983074950559423,0.021295228054960636,98,2.2235259638443425,0.10798038088163585,98,1.0483243921950265,0.020759753136184198,98,3.3425834730843555,0.16080058067236344,98,6.374103452509442,0.17914307039506777,98,0.015030542568751673,4.010064006165459E-4,98,0.011631809657658561,4.340131480204386E-4,98
