seed,rmse,mae,r2,test_rmse,test_mae,test_r2
7,2.717863082885742,2.02755069732666,0.8068941401304708,2.757902145385742,1.9927148818969727,0.8160505312881172
42,2.7606613636016846,2.071504592895508,0.8007645751535262,2.5442888736724854,1.8433752059936523,0.8434426015122525
123,2.8360066413879395,2.1611907482147217,0.7897409051417691,2.747509717941284,2.009519338607788,0.8174342799827485
