epoch,train_loss,val_rmse,val_mae,val_r2
1,0.1934955752321652,1.8768842220306396,1.3842658996582031,0.9079093980066439
2,0.07008476225393159,1.6266529560089111,1.1160718202590942,0.930828032201117
3,0.060053291278226034,1.786670446395874,1.3871017694473267,0.9165494427868488
4,0.054206180785383494,1.6501492261886597,1.2765454053878784,0.9288152787944224
5,0.050637986936739515,1.4617058038711548,1.009157657623291,0.9441452305502605
6,0.05044224421892848,1.394397497177124,0.9179520010948181,0.9491707752035722
7,0.04515099536095347,1.539716124534607,1.1350338459014893,0.9380242752186077
8,0.04312498393867697,1.3630844354629517,0.9547091126441956,0.9514280145141419
9,0.04105919509061745,1.4868898391723633,1.0542796850204468,0.942203982615126
10,0.04205102122255734,1.448061227798462,0.9977587461471558,0.9451831324699543
11,0.041388691536017826,1.5532057285308838,1.1690939664840698,0.9369335655418766
12,0.040915701591542786,1.4272773265838623,1.0367732048034668,0.9467454110687223
13,0.037663565682513375,1.3399125337600708,0.9116887450218201,0.9530653931838511
14,0.03863487562962941,1.3720977306365967,0.9248613119125366,0.950783532800101
15,0.03631793021091393,1.3872249126434326,0.946009635925293,0.9496923399782917
16,0.0368098678865603,1.338053584098816,0.8884156346321106,0.9531955331420904
17,0.036147327880774224,1.3657289743423462,0.9440497756004333,0.9512393656869438
18,0.03612726213676589,1.3674017190933228,0.8930793404579163,0.9511198452575214
19,0.03519673315542085,1.375685214996338,0.915160596370697,0.9505258377097903
20,0.035307411796280316,1.356053352355957,0.9283555150032043,0.9519278136030926
21,0.03415611434195723,1.3396756649017334,0.8983471393585205,0.9530819843858334
22,0.033189003275973454,1.458608627319336,1.0563517808914185,0.9443816769200359
23,0.033551997957485064,1.3623324632644653,0.9161034822463989,0.9514815904718534
24,0.03366057580070836,1.3890044689178467,0.9678943157196045,0.9495631856360118
