station_id,target_date,input_start,input_end,baseline,y_true,split
AN_THUAN,2020-02-07,2020-01-02,2020-01-31,,24.0,train
AN_THUAN,2020-02-08,2020-01-03,2020-02-01,,25.700000762939453,train
AN_THUAN,2020-02-10,2020-01-05,2020-02-03,,27.799999237060547,train
AN_THUAN,2020-02-11,2020-01-06,2020-02-04,,28.799999237060547,train
AN_THUAN,2020-02-12,2020-01-07,2020-02-05,,29.299999237060547,train
AN_THUAN,2020-02-16,2020-01-11,2020-02-09,,28.799999237060547,train
AN_THUAN,2020-02-17,2020-01-12,2020-02-10,,29.299999237060547,train
AN_THUAN,2020-02-20,2020-01-15,2020-02-13,,27.700000762939453,train
AN_THUAN,2020-02-21,2020-01-16,2020-02-14,,28.899999618530273,train
AN_THUAN,2020-02-24,2020-01-19,2020-02-17,,28.700000762939453,train
AN_THUAN,2020-02-25,2020-01-20,2020-02-18,,28.899999618530273,train
AN_THUAN,2020-02-28,2020-01-23,2020-02-21,,28.5,train
AN_THUAN,2020-02-29,2020-01-24,2020-02-22,,29.5,train
AN_THUAN,2020-03-03,2020-01-27,2020-02-25,,27.799999237060547,train
AN_THUAN,2020-03-04,2020-01-28,2020-02-26,,28.100000381469727,train
AN_THUAN,2020-03-07,2020-01-31,2020-02-29,,28.899999618530273,train
AN_THUAN,2020-03-08,2020-02-01,2020-03-01,,27.700000762939453,train
AN_THUAN,2020-03-09,2020-02-02,2020-03-02,,27.799999237060547,train
AN_THUAN,2020-03-11,2020-02-04,2020-03-04,,27.5,train
AN_THUAN,2020-03-12,2020-02-05,2020-03-05,,28.600000381469727,train
AN_THUAN,2020-03-17,2020-02-10,2020-03-10,,27.399999618530273,train
AN_THUAN,2020-03-18,2020-02-11,2020-03-11,,27.299999237060547,train
AN_THUAN,2020-03-19,2020-02-12,2020-03-12,,27.700000762939453,train
AN_THUAN,2020-03-23,2020-02-16,2020-03-16,,26.799999237060547,train
AN_THUAN,2020-03-24,2020-02-17,2020-03-17,,27.200000762939453,train
AN_THUAN,2020-03-25,2020-02-18,2020-03-18,,28.299999237060547,train
AN_THUAN,2020-03-29,2020-02-22,2020-03-22,,26.899999618530273,train
AN_THUAN,2020-03-30,2020-02-23,2020-03-23,,27.399999618530273,train
AN_THUAN,2020-04-02,2020-02-26,2020-03-26,,26.600000381469727,train
AN_THUAN,2020-04-03,2020-02-27,2020-03-27,,27.200000762939453,train
AN_THUAN,2020-04-04,2020-02-28,2020-03-28,,27.299999237060547,train
AN_THUAN,2020-04-08,2020-03-03,2020-04-01,,27.399999618530273,train
AN_THUAN,2020-04-09,2020-03-04,2020-04-02,,27.700000762939453,train
AN_THUAN,2020-04-10,2020-03-05,2020-04-03,,27.899999618530273,train
AN_THUAN,2020-04-15,2020-03-10,2020-04-08,,26.799999237060547,train
AN_THUAN,2020-04-16,2020-03-11,2020-04-09,,26.700000762939453,train
AN_THUAN,2020-04-17,2020-03-12,2020-04-10,,26.899999618530273,train
AN_THUAN,2020-04-21,2020-03-16,2020-04-14,,25.200000762939453,train
AN_THUAN,2020-04-22,2020-03-17,2020-04-15,,25.0,train
AN_THUAN,2020-04-23,2020-03-18,2020-04-16,,26.0,train
AN_THUAN,2020-04-26,2020-03-21,2020-04-19,,26.399999618530273,train
AN_THUAN,2020-04-27,2020-03-22,2020-04-20,,27.0,train
AN_THUAN,2020-04-28,2020-03-23,2020-04-21,,27.5,train
AN_THUAN,2020-05-01,2020-03-26,2020-04-24,,26.0,train
