model,r2_log,rmse_gl,mae_gl,bias_gl
idw,-2.039701158643151,4.870254253789864,4.4070930500374015,3.1222954664458746
ridge,-0.7467130011074586,3.6589912230599237,2.952999674041005,-0.8927766352498772
ridge_residual_idw,-1.2076824128764265,3.6933581405970104,3.0131253448878605,-1.1337627692899244
