split,n_train,n_val,n_test,n_holdout_stations,holdout_stations,n,r2_log,rmse_gl,mae_gl,bias_gl
temporal,571,294,252,12,"BENLUC,CAIHOP,CAUNOI,CAUQUAN,DAINGAI,HUNGMY,LANGTHE,TANAN,TRAKHA,TRANDE,TRAVINH,TUYENNHON",252,0.7538217636332595,2.146366440610025,1.6650897987716982,0.9233067276600385
