model,r2_log,rmse_gl,mae_gl,bias_gl
idw,-1.391326441715671,3.3707986085395953,2.7913385427640462,-1.0747894070547932
ridge,-0.06535823708458129,2.8402593266771516,2.5361707270816645,-0.5210567994976478
ridge_residual_idw,0.02730362581547554,2.5622085268902093,2.0622637898446206,-0.8647280417418145
