model,r2_log,rmse_gl,mae_gl,bias_gl
ridge_reproducible,0.2007493415707759,5.783351451916286,3.9171872827257856,-0.8944953792415177
ridge_residual_idw_reproducible,0.3410767958115961,5.178298270924943,3.4081568962384416,-0.6897408853786068
