model,r2_log,rmse_gl,mae_gl,bias_gl
idw,0.25601330780991816,4.629917391489547,3.465382570908518,-0.5152625350531486
ridge,0.4022733050344409,5.476546850432538,3.4720628076508655,-0.6958882505958414
ridge_residual_idw,0.2909130358844452,5.4378270502757085,3.3282426409399504,-0.8496907272746593
