station_id,target_date,target,input_start,input_end,split
AN_THUAN,2020-04-10,27.899999618530273,2020-03-05,2020-04-03,train
AN_THUAN,2020-04-15,26.799999237060547,2020-03-10,2020-04-08,train
AN_THUAN,2020-04-16,26.700000762939453,2020-03-11,2020-04-09,train
AN_THUAN,2020-04-17,26.899999618530273,2020-03-12,2020-04-10,train
AN_THUAN,2020-04-21,25.200000762939453,2020-03-16,2020-04-14,train
AN_THUAN,2020-04-22,25.0,2020-03-17,2020-04-15,train
AN_THUAN,2020-04-23,26.0,2020-03-18,2020-04-16,train
AN_THUAN,2020-04-26,26.399999618530273,2020-03-21,2020-04-19,train
AN_THUAN,2020-04-27,27.0,2020-03-22,2020-04-20,train
AN_THUAN,2020-04-28,27.5,2020-03-23,2020-04-21,train
AN_THUAN,2020-05-01,26.0,2020-03-26,2020-04-24,train
AN_THUAN,2020-05-02,26.799999237060547,2020-03-27,2020-04-25,train
AN_THUAN,2020-05-07,25.799999237060547,2020-04-01,2020-04-30,train
AN_THUAN,2020-05-08,26.0,2020-04-02,2020-05-01,train
AN_THUAN,2020-05-09,26.100000381469727,2020-04-03,2020-05-02,train
AN_THUAN,2020-05-13,24.600000381469727,2020-04-07,2020-05-06,train
AN_THUAN,2020-05-14,24.5,2020-04-08,2020-05-07,train
AN_THUAN,2020-05-17,22.799999237060547,2020-04-11,2020-05-10,train
AN_THUAN,2020-05-18,22.799999237060547,2020-04-12,2020-05-11,train
AN_THUAN,2020-05-19,22.399999618530273,2020-04-13,2020-05-12,train
AN_THUAN,2020-05-23,21.299999237060547,2020-04-17,2020-05-16,train
AN_THUAN,2020-05-24,21.200000762939453,2020-04-18,2020-05-17,train
AN_THUAN,2020-05-25,21.5,2020-04-19,2020-05-18,train
AN_THUAN,2020-05-30,19.0,2020-04-24,2020-05-23,train
AN_THUAN,2020-05-31,19.600000381469727,2020-04-25,2020-05-24,train
AN_THUAN,2020-06-02,17.799999237060547,2020-04-27,2020-05-26,train
AN_THUAN,2020-06-03,17.899999618530273,2020-04-28,2020-05-27,train
AN_THUAN,2020-06-06,16.899999618530273,2020-05-01,2020-05-30,train
AN_THUAN,2020-06-07,15.800000190734863,2020-05-02,2020-05-31,train
AN_THUAN,2020-06-10,14.399999618530273,2020-05-05,2020-06-03,train
AN_THUAN,2020-06-11,14.199999809265137,2020-05-06,2020-06-04,train
AN_THUAN,2020-06-14,15.199999809265137,2020-05-09,2020-06-07,train
AN_THUAN,2020-06-15,15.5,2020-05-10,2020-06-08,train
AN_THUAN,2020-06-16,16.700000762939453,2020-05-11,2020-06-09,train
AN_THUAN,2020-06-19,15.5,2020-05-14,2020-06-12,train
AN_THUAN,2020-06-20,15.100000381469727,2020-05-15,2020-06-13,train
AN_THUAN,2020-06-24,12.5,2020-05-19,2020-06-17,train
AN_THUAN,2020-06-25,12.699999809265137,2020-05-20,2020-06-18,train
AN_THUAN,2020-06-29,12.5,2020-05-24,2020-06-22,train
AN_THUAN,2020-06-30,12.0,2020-05-25,2020-06-23,train
AN_THUAN,2021-01-01,17.799999237060547,2020-11-26,2020-12-25,train
AN_THUAN,2021-01-02,18.399999618530273,2020-11-27,2020-12-26,train
AN_THUAN,2021-01-06,21.899999618530273,2020-12-01,2020-12-30,train
AN_THUAN,2021-01-07,20.899999618530273,2020-12-02,2020-12-31,train
AN_THUAN,2021-01-12,23.299999237060547,2020-12-07,2021-01-05,train
AN_THUAN,2021-01-13,23.200000762939453,2020-12-08,2021-01-06,train
AN_THUAN,2021-01-14,22.399999618530273,2020-12-09,2021-01-07,train
AN_THUAN,2021-01-20,16.5,2020-12-15,2021-01-13,train
AN_THUAN,2021-01-21,17.5,2020-12-16,2021-01-14,train
AN_THUAN,2021-01-27,20.600000381469727,2020-12-22,2021-01-20,train
AN_THUAN,2021-01-28,21.899999618530273,2020-12-23,2021-01-21,train
AN_THUAN,2021-01-30,24.399999618530273,2020-12-25,2021-01-23,train
AN_THUAN,2021-01-31,24.399999618530273,2020-12-26,2021-01-24,train
AN_THUAN,2021-02-01,25.399999618530273,2020-12-27,2021-01-25,train
AN_THUAN,2021-02-07,24.5,2021-01-02,2021-01-31,train
AN_THUAN,2021-02-08,24.299999237060547,2021-01-03,2021-02-01,train
AN_THUAN,2021-02-11,24.0,2021-01-06,2021-02-04,train
AN_THUAN,2021-02-12,23.899999618530273,2021-01-07,2021-02-05,train
AN_THUAN,2021-02-13,24.399999618530273,2021-01-08,2021-02-06,train
AN_THUAN,2021-02-18,24.200000762939453,2021-01-13,2021-02-11,train
AN_THUAN,2021-02-19,24.5,2021-01-14,2021-02-12,train
AN_THUAN,2021-02-22,23.899999618530273,2021-01-17,2021-02-15,train
AN_THUAN,2021-02-23,22.600000381469727,2021-01-18,2021-02-16,train
AN_THUAN,2021-02-26,22.600000381469727,2021-01-21,2021-02-19,train
AN_THUAN,2021-02-27,22.899999618530273,2021-01-22,2021-02-20,train
AN_THUAN,2021-03-01,25.299999237060547,2021-01-24,2021-02-22,train
AN_THUAN,2021-03-02,24.899999618530273,2021-01-25,2021-02-23,train
AN_THUAN,2021-03-03,27.100000381469727,2021-01-26,2021-02-24,train
AN_THUAN,2021-03-07,25.100000381469727,2021-01-30,2021-02-28,train
AN_THUAN,2021-03-08,25.5,2021-01-31,2021-03-01,train
AN_THUAN,2021-03-11,29.0,2021-02-03,2021-03-04,train
AN_THUAN,2021-03-12,30.0,2021-02-04,2021-03-05,train
AN_THUAN,2021-03-13,29.200000762939453,2021-02-05,2021-03-06,train
AN_THUAN,2021-03-16,28.100000381469727,2021-02-08,2021-03-09,train
AN_THUAN,2021-03-17,26.299999237060547,2021-02-09,2021-03-10,train
AN_THUAN,2021-03-22,29.5,2021-02-14,2021-03-15,train
AN_THUAN,2021-03-23,29.799999237060547,2021-02-15,2021-03-16,train
AN_THUAN,2021-03-30,28.299999237060547,2021-02-22,2021-03-23,train
AN_THUAN,2021-03-31,26.399999618530273,2021-02-23,2021-03-24,train
AN_THUAN,2021-04-01,25.899999618530273,2021-02-24,2021-03-25,train
AN_THUAN,2021-04-05,23.5,2021-02-28,2021-03-29,train
AN_THUAN,2021-04-06,25.700000762939453,2021-03-01,2021-03-30,train
AN_THUAN,2021-04-12,26.399999618530273,2021-03-07,2021-04-05,train
AN_THUAN,2021-04-13,25.399999618530273,2021-03-08,2021-04-06,train
AN_THUAN,2021-04-14,24.600000381469727,2021-03-09,2021-04-07,train
AN_THUAN,2021-04-20,17.700000762939453,2021-03-15,2021-04-13,train
AN_THUAN,2021-04-21,19.899999618530273,2021-03-16,2021-04-14,train
AN_THUAN,2021-04-25,21.100000381469727,2021-03-20,2021-04-18,train
AN_THUAN,2021-04-26,21.399999618530273,2021-03-21,2021-04-19,train
AN_THUAN,2021-04-28,23.700000762939453,2021-03-23,2021-04-21,train
AN_THUAN,2021-04-29,22.600000381469727,2021-03-24,2021-04-22,train
AN_THUAN,2021-04-30,22.700000762939453,2021-03-25,2021-04-23,train
AN_THUAN,2021-05-04,20.600000381469727,2021-03-29,2021-04-27,train
AN_THUAN,2021-05-05,19.5,2021-03-30,2021-04-28,train
AN_THUAN,2021-05-06,19.100000381469727,2021-03-31,2021-04-29,train
AN_THUAN,2021-05-10,17.899999618530273,2021-04-04,2021-05-03,train
AN_THUAN,2021-05-11,16.299999237060547,2021-04-05,2021-05-04,train
AN_THUAN,2021-05-19,14.100000381469727,2021-04-13,2021-05-12,train
AN_THUAN,2021-05-20,13.5,2021-04-14,2021-05-13,train
AN_THUAN,2021-05-21,14.899999618530273,2021-04-15,2021-05-14,train
AN_THUAN,2021-05-26,15.899999618530273,2021-04-20,2021-05-19,train
AN_THUAN,2021-05-27,15.5,2021-04-21,2021-05-20,train
AN_THUAN,2021-05-28,13.899999618530273,2021-04-22,2021-05-21,train
AN_THUAN,2021-05-31,13.100000381469727,2021-04-25,2021-05-24,train
BEN_LUC,2020-02-07,7.0,2020-01-02,2020-01-31,train
BEN_LUC,2020-02-08,7.5,2020-01-03,2020-02-01,train
BEN_LUC,2020-02-10,9.5,2020-01-05,2020-02-03,train
BEN_LUC,2020-02-11,11.100000381469727,2020-01-06,2020-02-04,train
BEN_LUC,2020-02-12,10.699999809265137,2020-01-07,2020-02-05,train
BEN_LUC,2020-02-16,5.900000095367432,2020-01-11,2020-02-09,train
BEN_LUC,2020-02-17,5.900000095367432,2020-01-12,2020-02-10,train
BEN_LUC,2020-02-20,7.5,2020-01-15,2020-02-13,train
BEN_LUC,2020-02-21,8.399999618530273,2020-01-16,2020-02-14,train
BEN_LUC,2020-02-24,9.100000381469727,2020-01-19,2020-02-17,train
BEN_LUC,2020-02-25,9.199999809265137,2020-01-20,2020-02-18,train
BEN_LUC,2020-02-28,7.300000190734863,2020-01-23,2020-02-21,train
BEN_LUC,2020-02-29,6.400000095367432,2020-01-24,2020-02-22,train
BEN_LUC,2020-03-03,5.599999904632568,2020-01-27,2020-02-25,train
BEN_LUC,2020-03-04,6.0,2020-01-28,2020-02-26,train
BEN_LUC,2020-03-07,6.400000095367432,2020-01-31,2020-02-29,train
BEN_LUC,2020-03-08,6.599999904632568,2020-02-01,2020-03-01,train
BEN_LUC,2020-03-09,6.900000095367432,2020-02-02,2020-03-02,train
BEN_LUC,2020-03-11,7.699999809265137,2020-02-04,2020-03-04,train
BEN_LUC,2020-03-12,7.599999904632568,2020-02-05,2020-03-05,train
BEN_LUC,2020-03-17,8.5,2020-02-10,2020-03-10,train
BEN_LUC,2020-03-18,7.099999904632568,2020-02-11,2020-03-11,train
BEN_LUC,2020-03-19,7.199999809265137,2020-02-12,2020-03-12,train
BEN_LUC,2020-03-23,7.0,2020-02-16,2020-03-16,train
BEN_LUC,2020-03-24,7.199999809265137,2020-02-17,2020-03-17,train
BEN_LUC,2020-03-25,8.0,2020-02-18,2020-03-18,train
BEN_LUC,2020-03-29,6.599999904632568,2020-02-22,2020-03-22,train
BEN_LUC,2020-03-30,7.300000190734863,2020-02-23,2020-03-23,train
BEN_LUC,2020-04-02,11.399999618530273,2020-02-26,2020-03-26,train
BEN_LUC,2020-04-03,10.300000190734863,2020-02-27,2020-03-27,train
BEN_LUC,2020-04-04,11.699999809265137,2020-02-28,2020-03-28,train
BEN_LUC,2020-04-08,13.800000190734863,2020-03-03,2020-04-01,train
BEN_LUC,2020-04-09,14.100000381469727,2020-03-04,2020-04-02,train
BEN_LUC,2020-04-10,13.899999618530273,2020-03-05,2020-04-03,train
BEN_LUC,2020-04-15,11.800000190734863,2020-03-10,2020-04-08,train
BEN_LUC,2020-04-16,10.899999618530273,2020-03-11,2020-04-09,train
BEN_LUC,2020-04-17,10.399999618530273,2020-03-12,2020-04-10,train
BEN_LUC,2020-04-21,8.600000381469727,2020-03-16,2020-04-14,train
BEN_LUC,2020-04-22,8.5,2020-03-17,2020-04-15,train
BEN_LUC,2020-04-23,8.899999618530273,2020-03-18,2020-04-16,train
BEN_LUC,2020-04-26,11.199999809265137,2020-03-21,2020-04-19,train
BEN_LUC,2020-04-27,11.699999809265137,2020-03-22,2020-04-20,train
BEN_LUC,2020-04-28,13.600000381469727,2020-03-23,2020-04-21,train
BEN_LUC,2020-05-01,12.300000190734863,2020-03-26,2020-04-24,train
BEN_LUC,2020-05-02,11.5,2020-03-27,2020-04-25,train
BEN_LUC,2020-05-07,7.900000095367432,2020-04-01,2020-04-30,train
BEN_LUC,2020-05-08,8.800000190734863,2020-04-02,2020-05-01,train
BEN_LUC,2020-05-09,9.600000381469727,2020-04-03,2020-05-02,train
BEN_LUC,2020-05-13,10.899999618530273,2020-04-07,2020-05-06,train
BEN_LUC,2020-05-14,10.5,2020-04-08,2020-05-07,train
BEN_LUC,2020-05-17,8.100000381469727,2020-04-11,2020-05-10,train
BEN_LUC,2020-05-18,8.100000381469727,2020-04-12,2020-05-11,train
BEN_LUC,2020-05-19,7.900000095367432,2020-04-13,2020-05-12,train
BEN_LUC,2020-05-23,6.599999904632568,2020-04-17,2020-05-16,train
BEN_LUC,2020-05-24,5.800000190734863,2020-04-18,2020-05-17,train
BEN_LUC,2020-05-25,5.699999809265137,2020-04-19,2020-05-18,train
BEN_LUC,2020-05-30,3.799999952316284,2020-04-24,2020-05-23,train
BEN_LUC,2020-05-31,3.5999999046325684,2020-04-25,2020-05-24,train
BEN_LUC,2020-06-02,3.299999952316284,2020-04-27,2020-05-26,train
BEN_LUC,2020-06-03,3.200000047683716,2020-04-28,2020-05-27,train
BEN_LUC,2020-06-06,2.299999952316284,2020-05-01,2020-05-30,train
BEN_LUC,2020-06-07,2.299999952316284,2020-05-02,2020-05-31,train
BEN_LUC,2020-06-10,1.600000023841858,2020-05-05,2020-06-03,train
BEN_LUC,2020-06-11,1.5,2020-05-06,2020-06-04,train
BEN_LUC,2020-06-14,1.2000000476837158,2020-05-09,2020-06-07,train
BEN_LUC,2020-06-15,1.100000023841858,2020-05-10,2020-06-08,train
BEN_LUC,2020-06-16,1.100000023841858,2020-05-11,2020-06-09,train
BEN_LUC,2020-06-19,1.100000023841858,2020-05-14,2020-06-12,train
BEN_LUC,2020-06-20,1.0,2020-05-15,2020-06-13,train
BEN_LUC,2020-06-24,0.8999999761581421,2020-05-19,2020-06-17,train
BEN_LUC,2020-06-25,0.800000011920929,2020-05-20,2020-06-18,train
BEN_LUC,2020-06-29,0.5,2020-05-24,2020-06-22,train
BEN_LUC,2020-06-30,0.4000000059604645,2020-05-25,2020-06-23,train
BEN_LUC,2021-01-01,0.8999999761581421,2020-11-26,2020-12-25,train
BEN_LUC,2021-01-02,1.2000000476837158,2020-11-27,2020-12-26,train
BEN_LUC,2021-01-03,1.0,2020-11-28,2020-12-27,train
BEN_LUC,2021-01-04,0.8999999761581421,2020-11-29,2020-12-28,train
BEN_LUC,2021-01-05,0.800000011920929,2020-11-30,2020-12-29,train
BEN_LUC,2021-01-06,0.699999988079071,2020-12-01,2020-12-30,train
BEN_LUC,2021-01-07,0.699999988079071,2020-12-02,2020-12-31,train
BEN_LUC,2021-01-08,0.8999999761581421,2020-12-03,2021-01-01,train
BEN_LUC,2021-01-09,1.0,2020-12-04,2021-01-02,train
BEN_LUC,2021-01-10,1.2000000476837158,2020-12-05,2021-01-03,train
BEN_LUC,2021-01-11,1.100000023841858,2020-12-06,2021-01-04,train
BEN_LUC,2021-01-12,1.2999999523162842,2020-12-07,2021-01-05,train
BEN_LUC,2021-01-13,1.2999999523162842,2020-12-08,2021-01-06,train
BEN_LUC,2021-01-14,1.5,2020-12-09,2021-01-07,train
BEN_LUC,2021-01-15,1.600000023841858,2020-12-10,2021-01-08,train
BEN_LUC,2021-01-16,1.5,2020-12-11,2021-01-09,train
BEN_LUC,2021-01-17,1.399999976158142,2020-12-12,2021-01-10,train
BEN_LUC,2021-01-18,1.2999999523162842,2020-12-13,2021-01-11,train
BEN_LUC,2021-01-19,1.2000000476837158,2020-12-14,2021-01-12,train
BEN_LUC,2021-01-20,0.8999999761581421,2020-12-15,2021-01-13,train
BEN_LUC,2021-01-21,0.800000011920929,2020-12-16,2021-01-14,train
BEN_LUC,2021-01-22,0.800000011920929,2020-12-17,2021-01-15,train
BEN_LUC,2021-01-23,0.800000011920929,2020-12-18,2021-01-16,train
BEN_LUC,2021-01-24,0.8999999761581421,2020-12-19,2021-01-17,train
BEN_LUC,2021-01-25,0.8999999761581421,2020-12-20,2021-01-18,train
BEN_LUC,2021-01-26,1.0,2020-12-21,2021-01-19,train
BEN_LUC,2021-01-27,1.100000023841858,2020-12-22,2021-01-20,train
BEN_LUC,2021-01-28,1.399999976158142,2020-12-23,2021-01-21,train
BEN_LUC,2021-01-29,1.7999999523162842,2020-12-24,2021-01-22,train
BEN_LUC,2021-01-30,2.5,2020-12-25,2021-01-23,train
BEN_LUC,2021-01-31,3.4000000953674316,2020-12-26,2021-01-24,train
BEN_LUC,2021-02-01,3.9000000953674316,2020-12-27,2021-01-25,train
BEN_LUC,2021-02-02,3.799999952316284,2020-12-28,2021-01-26,train
BEN_LUC,2021-02-03,3.299999952316284,2020-12-29,2021-01-27,train
BEN_LUC,2021-02-04,2.9000000953674316,2020-12-30,2021-01-28,train
BEN_LUC,2021-02-05,2.4000000953674316,2020-12-31,2021-01-29,train
BEN_LUC,2021-02-06,2.4000000953674316,2021-01-01,2021-01-30,train
BEN_LUC,2021-02-07,2.0999999046325684,2021-01-02,2021-01-31,train
BEN_LUC,2021-02-08,2.0999999046325684,2021-01-03,2021-02-01,train
BEN_LUC,2021-02-09,2.299999952316284,2021-01-04,2021-02-02,train
BEN_LUC,2021-02-10,2.4000000953674316,2021-01-05,2021-02-03,train
BEN_LUC,2021-02-11,2.5999999046325684,2021-01-06,2021-02-04,train
BEN_LUC,2021-02-12,3.0,2021-01-07,2021-02-05,train
BEN_LUC,2021-02-13,3.4000000953674316,2021-01-08,2021-02-06,train
BEN_LUC,2021-02-14,3.5999999046325684,2021-01-09,2021-02-07,train
BEN_LUC,2021-02-15,3.4000000953674316,2021-01-10,2021-02-08,train
BEN_LUC,2021-02-16,3.200000047683716,2021-01-11,2021-02-09,train
BEN_LUC,2021-02-17,2.5999999046325684,2021-01-12,2021-02-10,train
BEN_LUC,2021-02-18,2.0999999046325684,2021-01-13,2021-02-11,train
BEN_LUC,2021-02-19,2.0999999046325684,2021-01-14,2021-02-12,train
BEN_LUC,2021-02-20,2.0,2021-01-15,2021-02-13,train
BEN_LUC,2021-02-21,2.0999999046325684,2021-01-16,2021-02-14,train
BEN_LUC,2021-02-22,2.0,2021-01-17,2021-02-15,train
BEN_LUC,2021-02-23,2.200000047683716,2021-01-18,2021-02-16,train
BEN_LUC,2021-02-24,2.4000000953674316,2021-01-19,2021-02-17,train
BEN_LUC,2021-02-25,2.5999999046325684,2021-01-20,2021-02-18,train
BEN_LUC,2021-02-26,2.700000047683716,2021-01-21,2021-02-19,train
BEN_LUC,2021-02-27,2.9000000953674316,2021-01-22,2021-02-20,train
BEN_LUC,2021-02-28,3.200000047683716,2021-01-23,2021-02-21,train
BEN_LUC,2021-03-01,3.4000000953674316,2021-01-24,2021-02-22,train
BEN_LUC,2021-03-02,3.200000047683716,2021-01-25,2021-02-23,train
BEN_LUC,2021-03-03,2.9000000953674316,2021-01-26,2021-02-24,train
BEN_LUC,2021-03-04,2.700000047683716,2021-01-27,2021-02-25,train
BEN_LUC,2021-03-05,2.9000000953674316,2021-01-28,2021-02-26,train
BEN_LUC,2021-03-06,2.9000000953674316,2021-01-29,2021-02-27,train
BEN_LUC,2021-03-07,2.799999952316284,2021-01-30,2021-02-28,train
BEN_LUC,2021-03-08,2.9000000953674316,2021-01-31,2021-03-01,train
BEN_LUC,2021-03-09,3.0,2021-02-01,2021-03-02,train
BEN_LUC,2021-03-10,3.4000000953674316,2021-02-02,2021-03-03,train
BEN_LUC,2021-03-11,4.400000095367432,2021-02-03,2021-03-04,train
BEN_LUC,2021-03-12,5.099999904632568,2021-02-04,2021-03-05,train
BEN_LUC,2021-03-13,5.699999809265137,2021-02-05,2021-03-06,train
BEN_LUC,2021-03-14,6.099999904632568,2021-02-06,2021-03-07,train
BEN_LUC,2021-03-15,6.199999809265137,2021-02-07,2021-03-08,train
BEN_LUC,2021-03-16,5.599999904632568,2021-02-08,2021-03-09,train
BEN_LUC,2021-03-17,4.900000095367432,2021-02-09,2021-03-10,train
BEN_LUC,2021-03-18,4.300000190734863,2021-02-10,2021-03-11,train
BEN_LUC,2021-03-19,3.9000000953674316,2021-02-11,2021-03-12,train
BEN_LUC,2021-03-20,3.5999999046325684,2021-02-12,2021-03-13,train
BEN_LUC,2021-03-21,3.5999999046325684,2021-02-13,2021-03-14,train
BEN_LUC,2021-03-22,4.300000190734863,2021-02-14,2021-03-15,train
BEN_LUC,2021-03-23,5.699999809265137,2021-02-15,2021-03-16,train
BEN_LUC,2021-03-24,6.199999809265137,2021-02-16,2021-03-17,train
BEN_LUC,2021-03-25,6.300000190734863,2021-02-17,2021-03-18,train
BEN_LUC,2021-03-26,6.5,2021-02-18,2021-03-19,train
BEN_LUC,2021-03-27,6.699999809265137,2021-02-19,2021-03-20,train
BEN_LUC,2021-03-28,6.900000095367432,2021-02-20,2021-03-21,train
BEN_LUC,2021-03-29,6.599999904632568,2021-02-21,2021-03-22,train
BEN_LUC,2021-03-30,6.300000190734863,2021-02-22,2021-03-23,train
BEN_LUC,2021-03-31,4.900000095367432,2021-02-23,2021-03-24,train
BEN_LUC,2021-04-01,4.800000190734863,2021-02-24,2021-03-25,train
BEN_LUC,2021-04-02,4.199999809265137,2021-02-25,2021-03-26,train
BEN_LUC,2021-04-03,3.5999999046325684,2021-02-26,2021-03-27,train
BEN_LUC,2021-04-04,3.4000000953674316,2021-02-27,2021-03-28,train
BEN_LUC,2021-04-05,3.299999952316284,2021-02-28,2021-03-29,train
BEN_LUC,2021-04-06,3.4000000953674316,2021-03-01,2021-03-30,train
BEN_LUC,2021-04-07,3.5999999046325684,2021-03-02,2021-03-31,train
BEN_LUC,2021-04-08,3.5,2021-03-03,2021-04-01,train
BEN_LUC,2021-04-09,3.4000000953674316,2021-03-04,2021-04-02,train
BEN_LUC,2021-04-10,3.4000000953674316,2021-03-05,2021-04-03,train
BEN_LUC,2021-04-11,3.799999952316284,2021-03-06,2021-04-04,train
BEN_LUC,2021-04-12,4.099999904632568,2021-03-07,2021-04-05,train
BEN_LUC,2021-04-13,3.9000000953674316,2021-03-08,2021-04-06,train
BEN_LUC,2021-04-14,3.5,2021-03-09,2021-04-07,train
BEN_LUC,2021-04-15,3.0999999046325684,2021-03-10,2021-04-08,train
BEN_LUC,2021-04-16,2.9000000953674316,2021-03-11,2021-04-09,train
BEN_LUC,2021-04-17,2.5,2021-03-12,2021-04-10,train
BEN_LUC,2021-04-18,2.299999952316284,2021-03-13,2021-04-11,train
BEN_LUC,2021-04-19,2.0999999046325684,2021-03-14,2021-04-12,train
BEN_LUC,2021-04-20,1.899999976158142,2021-03-15,2021-04-13,train
BEN_LUC,2021-04-21,1.7999999523162842,2021-03-16,2021-04-14,train
BEN_LUC,2021-04-22,1.7999999523162842,2021-03-17,2021-04-15,train
BEN_LUC,2021-04-23,1.7999999523162842,2021-03-18,2021-04-16,train
BEN_LUC,2021-04-24,1.899999976158142,2021-03-19,2021-04-17,train
BEN_LUC,2021-04-25,1.899999976158142,2021-03-20,2021-04-18,train
BEN_LUC,2021-04-26,1.899999976158142,2021-03-21,2021-04-19,train
BEN_LUC,2021-04-27,2.0,2021-03-22,2021-04-20,train
BEN_LUC,2021-04-28,2.0,2021-03-23,2021-04-21,train
BEN_LUC,2021-04-29,2.0,2021-03-24,2021-04-22,train
BEN_LUC,2021-04-30,1.899999976158142,2021-03-25,2021-04-23,train
BEN_LUC,2021-05-01,1.7999999523162842,2021-03-26,2021-04-24,train
BEN_LUC,2021-05-02,1.899999976158142,2021-03-27,2021-04-25,train
BEN_LUC,2021-05-03,1.7999999523162842,2021-03-28,2021-04-26,train
BEN_LUC,2021-05-04,1.7999999523162842,2021-03-29,2021-04-27,train
BEN_LUC,2021-05-05,1.7000000476837158,2021-03-30,2021-04-28,train
BEN_LUC,2021-05-06,1.7999999523162842,2021-03-31,2021-04-29,train
BEN_LUC,2021-05-07,1.7000000476837158,2021-04-01,2021-04-30,train
BEN_LUC,2021-05-08,1.7000000476837158,2021-04-02,2021-05-01,train
BEN_LUC,2021-05-09,1.7000000476837158,2021-04-03,2021-05-02,train
BEN_LUC,2021-05-10,1.7000000476837158,2021-04-04,2021-05-03,train
BEN_LUC,2021-05-11,1.5,2021-04-05,2021-05-04,train
BEN_LUC,2021-05-12,1.2999999523162842,2021-04-06,2021-05-05,train
BEN_LUC,2021-05-13,1.2000000476837158,2021-04-07,2021-05-06,train
BEN_LUC,2021-05-14,1.2000000476837158,2021-04-08,2021-05-07,train
BEN_LUC,2021-05-15,1.2000000476837158,2021-04-09,2021-05-08,train
BEN_LUC,2021-05-16,1.0,2021-04-10,2021-05-09,train
BEN_LUC,2021-05-17,1.0,2021-04-11,2021-05-10,train
BEN_LUC,2021-05-18,1.0,2021-04-12,2021-05-11,train
BEN_LUC,2021-05-19,0.8999999761581421,2021-04-13,2021-05-12,train
BEN_LUC,2021-05-20,0.8999999761581421,2021-04-14,2021-05-13,train
BEN_LUC,2021-05-21,0.8999999761581421,2021-04-15,2021-05-14,train
BEN_LUC,2021-05-22,0.800000011920929,2021-04-16,2021-05-15,train
BEN_LUC,2021-05-23,0.699999988079071,2021-04-17,2021-05-16,train
BEN_LUC,2021-05-24,0.6000000238418579,2021-04-18,2021-05-17,train
BEN_LUC,2021-05-25,0.6000000238418579,2021-04-19,2021-05-18,train
BEN_LUC,2021-05-26,0.6000000238418579,2021-04-20,2021-05-19,train
BEN_LUC,2021-05-27,0.6000000238418579,2021-04-21,2021-05-20,train
BEN_LUC,2021-05-28,0.5,2021-04-22,2021-05-21,train
BEN_LUC,2021-05-29,0.5,2021-04-23,2021-05-22,train
BEN_LUC,2021-05-30,0.5,2021-04-24,2021-05-23,train
BEN_LUC,2021-05-31,0.4000000059604645,2021-04-25,2021-05-24,train
BEN_TRAI,2020-02-07,22.700000762939453,2020-01-02,2020-01-31,train
BEN_TRAI,2020-02-08,24.5,2020-01-03,2020-02-01,train
