epoch,train_loss,val_rmse,val_mae,val_r2
1,0.12789709663816862,2.659329414367676,2.0437450408935547,0.8151222554170806
2,0.052721755419458664,2.6009397506713867,2.027932643890381,0.8231517014475722
3,0.04568293860980443,2.769620895385742,2.200570583343506,0.7994692438733145
4,0.040326987313372746,2.559180498123169,1.9566570520401,0.8287848638454653
5,0.035123286023736,2.7570302486419678,2.2000064849853516,0.8012883044181955
6,0.030522325741393224,2.471398115158081,1.9628448486328125,0.8403290936901794
7,0.027985164363469397,2.2810206413269043,1.6898177862167358,0.8639812484051381
8,0.027586748131683894,2.482182025909424,1.9077359437942505,0.838932611156415
9,0.025285857224038668,2.5350279808044434,1.98638916015625,0.8320013152368575
10,0.022488620398300036,2.5186898708343506,1.9241690635681152,0.8341598335136173
11,0.02138870233403785,2.548701763153076,1.918063759803772,0.8301840906432733
12,0.020758404902049474,2.4925622940063477,1.8747007846832275,0.8375826651565742
13,0.0187768389071737,2.6197187900543213,2.00959849357605,0.8205887520888294
14,0.017984659251357827,2.523064613342285,1.9400804042816162,0.8335832288515997
15,0.01669719224529607,2.522836208343506,1.8762969970703125,0.8336133577786705
16,0.01602989190391132,2.52939510345459,1.9209808111190796,0.8327470786536223
17,0.015589744411408901,2.3965799808502197,1.7790002822875977,0.8498503950928539
18,0.015178697290165084,2.666947603225708,2.05814528465271,0.8140615200609953
19,0.014033754542469978,2.6176180839538574,1.9935797452926636,0.8208763586909258
20,0.014102117650743042,2.6978108882904053,2.0473077297210693,0.8097330619578291
21,0.014231223772679056,2.6133573055267334,2.007960796356201,0.8214590316551245
22,0.013229723407753876,2.6481308937072754,2.0340993404388428,0.816676049988277
23,0.013099417968520096,2.713128089904785,2.084066867828369,0.8075664075179538
24,0.012848665192723274,2.661867380142212,2.0279970169067383,0.8147692116456053
25,0.012263275124132634,2.6335957050323486,2.01155161857605,0.8186829959911327
